timestamp,price_day_ahead,actual_load,temperature_2m,wind_speed_10m,apparent_temperature,is_day
2024-04-02 01:00:00+02:00,1.28,41183.0,10.0,27.2,5.1,0
2024-04-02 02:00:00+02:00,0.61,40300.0,9.7,25.6,5.0,0
2024-04-02 03:00:00+02:00,0.87,40594.0,9.6,22.3,5.4,0
2024-04-02 04:00:00+02:00,1.94,42449.0,9.4,21.6,5.3,0
2024-04-02 05:00:00+02:00,7.27,44897.0,8.8,19.6,5.0,0
2024-04-02 06:00:00+02:00,57.22,51838.0,8.0,18.8,4.3,0
2024-04-02 07:00:00+02:00,74.36,56731.0,8.0,21.5,3.9,1
2024-04-02 08:00:00+02:00,68.93,61087.0,8.9,24.7,4.3,1
2024-04-02 09:00:00+02:00,46.98,63706.0,10.4,26.0,5.7,1
2024-04-02 10:00:00+02:00,2.66,65496.0,11.3,34.6,5.3,1
2024-04-02 11:00:00+02:00,-0.06,65585.0,12.0,33.3,6.1,1
2024-04-02 12:00:00+02:00,-1.09,66158.0,12.8,36.1,6.4,1
2024-04-02 13:00:00+02:00,-0.97,65171.0,13.1,36.7,6.6,1
2024-04-02 14:00:00+02:00,-0.07,62701.0,13.6,33.1,7.5,1
2024-04-02 15:00:00+02:00,0.0,61267.0,12.5,31.1,6.9,1
2024-04-02 16:00:00+02:00,4.31,60554.0,12.5,30.6,7.1,1
2024-04-02 17:00:00+02:00,41.46,59868.0,13.0,25.6,8.2,1
2024-04-02 18:00:00+02:00,72.7,60839.0,12.9,23.4,8.3,1
2024-04-02 19:00:00+02:00,95.39,61552.0,12.1,22.3,7.5,1
2024-04-02 20:00:00+02:00,94.88,60446.0,11.4,21.4,6.8,0
2024-04-02 21:00:00+02:00,78.13,58049.0,10.3,18.9,6.2,0
2024-04-02 22:00:00+02:00,74.86,54591.0,9.6,22.3,5.1,0
2024-04-02 23:00:00+02:00,70.88,50933.0,9.0,22.4,4.5,0
2024-04-03 00:00:00+02:00,74.13,48276.0,8.8,22.8,4.3,0
2024-04-03 01:00:00+02:00,71.75,45922.0,8.6,22.2,4.3,0
2024-04-03 02:00:00+02:00,70.05,45038.0,8.9,21.8,4.7,0
2024-04-03 03:00:00+02:00,72.51,45141.0,8.7,19.8,4.9,0
2024-04-03 04:00:00+02:00,72.34,45916.0,9.0,24.4,4.6,0
2024-04-03 05:00:00+02:00,78.71,48110.0,8.7,25.6,4.1,0
2024-04-03 06:00:00+02:00,94.91,53238.0,8.4,22.8,4.2,0
2024-04-03 07:00:00+02:00,117.93,58421.0,8.5,20.6,4.7,1
2024-04-03 08:00:00+02:00,117.93,61791.0,8.4,21.7,4.5,1
2024-04-03 09:00:00+02:00,100.98,62891.0,8.7,16.6,5.5,1
2024-04-03 10:00:00+02:00,107.35,63618.0,9.2,17.5,5.7,1
2024-04-03 11:00:00+02:00,90.81,64384.0,9.0,12.0,6.3,1
2024-04-03 12:00:00+02:00,82.03,64268.0,9.9,8.7,7.8,1
2024-04-03 13:00:00+02:00,76.88,63764.0,10.1,6.2,8.4,1
2024-04-03 14:00:00+02:00,73.04,62431.0,10.4,3.1,9.1,1
2024-04-03 15:00:00+02:00,73.07,61633.0,11.0,4.6,9.7,1
2024-04-03 16:00:00+02:00,76.7,60191.0,11.1,5.6,10.0,1
2024-04-03 17:00:00+02:00,92.44,59425.0,11.5,3.3,10.8,1
2024-04-03 18:00:00+02:00,108.14,60357.0,10.8,9.1,9.3,1
2024-04-03 19:00:00+02:00,123.3,61736.0,10.4,6.6,9.2,1
2024-04-03 20:00:00+02:00,101.58,61601.0,10.1,9.5,8.5,0
2024-04-03 21:00:00+02:00,80.97,58441.0,10.1,12.4,8.0,0
2024-04-03 22:00:00+02:00,75.51,55436.0,10.2,13.7,7.9,0
2024-04-03 23:00:00+02:00,63.89,52235.0,9.5,13.2,7.1,0
2024-04-04 00:00:00+02:00,54.52,48802.0,9.5,15.3,6.8,0
2024-04-04 01:00:00+02:00,52.01,46529.0,9.1,14.2,6.4,0
2024-04-04 02:00:00+02:00,50.17,45079.0,8.6,12.9,6.1,0
2024-04-04 03:00:00+02:00,51.57,44923.0,9.2,13.7,6.6,0
2024-04-04 04:00:00+02:00,51.94,45666.0,9.2,13.4,6.7,0
2024-04-04 05:00:00+02:00,55.1,48161.0,8.8,14.3,6.2,0
2024-04-04 06:00:00+02:00,67.52,53646.0,8.9,15.7,6.0,0
2024-04-04 07:00:00+02:00,79.16,59380.0,8.9,15.9,5.9,1
2024-04-04 08:00:00+02:00,77.18,61838.0,9.3,15.7,6.5,1
2024-04-04 09:00:00+02:00,71.94,62455.0,10.5,14.5,8.0,1
2024-04-04 10:00:00+02:00,69.45,63449.0,12.0,15.9,9.4,1
2024-04-04 11:00:00+02:00,63.06,64582.0,13.3,18.8,10.0,1
2024-04-04 12:00:00+02:00,58.08,64403.0,13.7,18.5,10.3,1
2024-04-04 13:00:00+02:00,56.22,64386.0,14.2,19.8,10.6,1
2024-04-04 14:00:00+02:00,55.49,62752.0,12.9,18.4,10.0,1
2024-04-04 15:00:00+02:00,56.17,61570.0,12.6,16.6,10.4,1
2024-04-04 16:00:00+02:00,57.08,60676.0,12.8,19.9,10.1,1
2024-04-04 17:00:00+02:00,69.08,60668.0,12.2,23.1,9.0,1
2024-04-04 18:00:00+02:00,75.36,61034.0,13.5,21.2,10.7,1
2024-04-04 19:00:00+02:00,90.66,62033.0,12.9,22.4,9.7,1
2024-04-04 20:00:00+02:00,80.58,61173.0,11.5,20.6,8.4,0
2024-04-04 21:00:00+02:00,73.29,59024.0,11.4,20.9,8.1,0
2024-04-04 22:00:00+02:00,71.47,56060.0,11.0,18.5,7.9,0
2024-04-04 23:00:00+02:00,61.53,52238.0,10.5,20.9,6.9,0
2024-04-05 00:00:00+02:00,62.72,49050.0,10.3,21.2,6.5,0
2024-04-05 01:00:00+02:00,59.08,46197.0,9.8,18.1,6.4,0
2024-04-05 02:00:00+02:00,55.96,44201.0,9.6,17.9,6.3,0
2024-04-05 03:00:00+02:00,56.59,44772.0,9.9,17.4,6.7,0
2024-04-05 04:00:00+02:00,53.9,45147.0,9.4,15.3,6.5,0
2024-04-05 05:00:00+02:00,62.5,47845.0,9.2,14.1,6.5,0
2024-04-05 06:00:00+02:00,76.29,52687.0,9.0,13.0,6.5,0
2024-04-05 07:00:00+02:00,84.24,57950.0,9.2,14.2,6.5,1
2024-04-05 08:00:00+02:00,81.0,60875.0,10.3,16.4,7.4,1
2024-04-05 09:00:00+02:00,67.59,60629.0,12.0,13.8,9.8,1
2024-04-05 10:00:00+02:00,50.5,61649.0,13.8,15.1,11.6,1
2024-04-05 11:00:00+02:00,25.97,62353.0,15.2,20.4,12.3,1
2024-04-05 12:00:00+02:00,9.16,62923.0,15.8,18.2,13.4,1
2024-04-05 13:00:00+02:00,0.0,63354.0,16.5,17.7,14.3,1
2024-04-05 14:00:00+02:00,-0.1,60919.0,18.0,20.9,15.5,1
2024-04-05 15:00:00+02:00,0.05,60539.0,18.4,20.9,15.6,1
2024-04-05 16:00:00+02:00,8.09,59562.0,18.8,20.7,16.1,1
2024-04-05 17:00:00+02:00,37.46,58884.0,18.7,22.3,15.9,1
2024-04-05 18:00:00+02:00,49.65,59453.0,17.2,20.2,14.9,1
2024-04-05 19:00:00+02:00,55.94,60076.0,16.9,18.9,14.6,1
2024-04-05 20:00:00+02:00,55.64,59719.0,16.4,23.4,13.5,0
2024-04-05 21:00:00+02:00,54.71,56746.0,15.8,27.3,12.3,0
2024-04-05 22:00:00+02:00,56.13,52874.0,14.7,20.3,12.2,0
2024-04-05 23:00:00+02:00,55.07,48368.0,13.9,19.7,11.3,0
2024-04-06 00:00:00+02:00,43.08,45947.0,13.4,17.9,10.9,0
2024-04-06 01:00:00+02:00,45.01,43887.0,12.7,14.2,10.7,0
2024-04-06 02:00:00+02:00,46.89,42237.0,12.1,12.3,10.4,0
2024-04-06 03:00:00+02:00,47.56,41496.0,12.1,9.2,10.9,0
2024-04-06 04:00:00+02:00,50.65,41226.0,11.6,9.7,10.2,0
2024-04-06 05:00:00+02:00,54.88,41901.0,11.5,11.1,9.8,0
2024-04-06 06:00:00+02:00,58.73,42718.0,11.5,11.8,9.8,0
2024-04-06 07:00:00+02:00,59.87,43628.0,11.3,10.2,9.8,1
2024-04-06 08:00:00+02:00,59.24,47364.0,12.4,12.0,10.8,1
2024-04-06 09:00:00+02:00,48.94,50168.0,13.9,10.9,12.9,1
2024-04-06 10:00:00+02:00,29.42,51308.0,15.4,9.5,14.9,1
2024-04-06 11:00:00+02:00,-0.73,52232.0,16.6,10.2,16.1,1
2024-04-06 12:00:00+02:00,-16.4,51315.0,19.0,13.5,18.0,1
2024-04-06 13:00:00+02:00,-59.92,49625.0,20.0,12.0,19.5,1
2024-04-06 14:00:00+02:00,-57.59,48202.0,20.8,11.8,20.3,1
2024-04-06 15:00:00+02:00,-34.61,47151.0,21.7,11.6,21.2,1
2024-04-06 16:00:00+02:00,-4.66,47151.0,21.9,10.5,21.2,1
2024-04-06 17:00:00+02:00,15.81,47428.0,21.8,8.6,21.6,1
2024-04-06 18:00:00+02:00,67.56,48624.0,21.3,7.1,21.8,1
2024-04-06 19:00:00+02:00,73.99,50085.0,19.5,8.8,19.8,1
2024-04-06 20:00:00+02:00,68.65,51009.0,17.5,11.3,17.0,0
2024-04-06 21:00:00+02:00,46.46,49353.0,16.6,13.1,15.6,0
2024-04-06 22:00:00+02:00,45.07,47088.0,16.1,13.9,14.8,0
2024-04-06 23:00:00+02:00,25.88,44944.0,15.7,13.9,14.3,0
2024-04-07 00:00:00+02:00,10.97,42034.0,15.1,13.9,13.6,0
2024-04-07 01:00:00+02:00,0.09,39294.0,14.4,11.6,13.1,0
2024-04-07 02:00:00+02:00,0.0,38124.0,13.6,10.1,12.3,0
2024-04-07 03:00:00+02:00,0.0,37331.0,13.8,11.2,12.1,0
2024-04-07 04:00:00+02:00,0.0,37516.0,13.3,11.2,11.5,0
2024-04-07 05:00:00+02:00,0.0,38138.0,13.5,12.4,11.4,0
2024-04-07 06:00:00+02:00,0.0,40012.0,13.7,15.1,11.0,0
2024-04-07 07:00:00+02:00,0.0,40735.0,13.9,15.7,11.1,1
2024-04-07 08:00:00+02:00,0.0,44189.0,15.1,14.8,12.7,1
2024-04-07 09:00:00+02:00,-0.01,45734.0,17.3,14.8,15.3,1
2024-04-07 10:00:00+02:00,-0.16,47654.0,19.6,13.4,18.1,1
2024-04-07 11:00:00+02:00,-3.25,48569.0,21.2,14.9,19.7,1
2024-04-07 12:00:00+02:00,-9.94,49111.0,21.6,16.7,19.7,1
2024-04-07 13:00:00+02:00,-26.79,45836.0,21.6,15.3,20.3,1
2024-04-07 14:00:00+02:00,-20.06,44303.0,21.8,10.1,21.3,1
2024-04-07 15:00:00+02:00,-5.04,43537.0,22.2,9.7,21.6,1
2024-04-07 16:00:00+02:00,-0.16,44086.0,22.1,10.2,21.5,1
2024-04-07 17:00:00+02:00,6.92,45095.0,22.0,12.6,21.1,1
2024-04-07 18:00:00+02:00,91.46,46968.0,21.6,8.9,21.6,1
2024-04-07 19:00:00+02:00,108.39,49178.0,19.9,5.9,20.7,1
2024-04-07 20:00:00+02:00,106.4,49825.0,17.2,7.6,17.3,0
2024-04-07 21:00:00+02:00,89.95,47686.0,16.6,8.3,16.4,0
2024-04-07 22:00:00+02:00,77.46,46296.0,16.8,11.1,15.9,0
2024-04-07 23:00:00+02:00,72.06,43919.0,16.6,9.4,16.0,0
2024-04-08 00:00:00+02:00,70.77,40585.0,15.4,6.4,15.3,0
2024-04-08 01:00:00+02:00,70.71,40171.0,14.3,7.2,13.9,0
2024-04-08 02:00:00+02:00,68.12,38739.0,14.2,7.7,13.7,0
2024-04-08 03:00:00+02:00,70.71,38309.0,15.4,12.5,13.8,0
2024-04-08 04:00:00+02:00,71.57,38882.0,15.5,8.4,14.5,0
2024-04-08 05:00:00+02:00,77.44,41808.0,13.5,8.1,12.5,0
2024-04-08 06:00:00+02:00,101.99,49555.0,13.1,4.8,12.6,0
2024-04-08 07:00:00+02:00,149.78,55954.0,13.3,4.7,12.9,1
2024-04-08 08:00:00+02:00,128.52,59692.0,14.0,3.6,14.0,1
2024-04-08 09:00:00+02:00,85.51,61581.0,15.8,2.9,16.2,1
2024-04-08 10:00:00+02:00,80.6,61921.0,17.9,7.6,17.8,1
2024-04-08 11:00:00+02:00,71.23,61050.0,19.0,12.1,18.5,1
2024-04-08 12:00:00+02:00,64.7,61703.0,20.4,6.5,21.1,1
2024-04-08 13:00:00+02:00,60.0,60863.0,21.9,1.8,24.5,1
2024-04-08 14:00:00+02:00,57.89,58293.0,23.1,1.5,26.2,1
2024-04-08 15:00:00+02:00,63.4,58974.0,24.9,8.0,26.2,1
2024-04-08 16:00:00+02:00,70.0,58265.0,25.6,9.9,25.1,1
2024-04-08 17:00:00+02:00,75.01,57535.0,25.1,10.5,25.0,1
2024-04-08 18:00:00+02:00,104.9,57730.0,24.0,5.9,25.4,1
2024-04-08 19:00:00+02:00,137.3,59560.0,24.1,5.2,24.9,1
2024-04-08 20:00:00+02:00,124.8,58279.0,18.7,7.9,19.1,0
2024-04-08 21:00:00+02:00,84.85,56364.0,17.4,8.2,17.5,0
2024-04-08 22:00:00+02:00,77.0,52803.0,16.6,7.9,16.5,0
2024-04-08 23:00:00+02:00,70.19,48192.0,16.6,9.3,16.1,0
2024-04-09 00:00:00+02:00,78.21,43889.0,15.3,8.3,14.7,0
2024-04-09 01:00:00+02:00,69.39,42597.0,14.8,8.5,13.9,0
2024-04-09 02:00:00+02:00,64.73,41077.0,14.5,9.6,13.4,0
2024-04-09 03:00:00+02:00,59.95,42216.0,14.4,8.7,13.3,0
2024-04-09 04:00:00+02:00,62.48,43353.0,14.0,9.8,12.9,0
2024-04-09 05:00:00+02:00,68.34,45477.0,13.9,9.0,13.1,0
2024-04-09 06:00:00+02:00,86.69,52968.0,13.9,7.6,13.4,0
2024-04-09 07:00:00+02:00,90.9,58330.0,14.2,9.4,13.4,1
2024-04-09 08:00:00+02:00,79.78,61644.0,16.0,10.5,15.4,1
2024-04-09 09:00:00+02:00,68.3,62622.0,17.9,3.8,18.8,1
2024-04-09 10:00:00+02:00,51.6,63679.0,19.7,4.0,20.6,1
2024-04-09 11:00:00+02:00,43.98,63108.0,21.3,8.9,21.9,1
2024-04-09 12:00:00+02:00,36.05,64147.0,22.9,11.5,23.9,1
2024-04-09 13:00:00+02:00,10.09,64516.0,24.4,12.9,25.4,1
2024-04-09 14:00:00+02:00,10.5,63023.0,25.5,13.7,26.3,1
2024-04-09 15:00:00+02:00,29.04,61781.0,25.3,16.8,24.5,1
2024-04-09 16:00:00+02:00,38.27,62438.0,23.1,24.2,21.0,1
2024-04-09 17:00:00+02:00,50.15,61176.0,21.7,26.2,19.0,1
2024-04-09 18:00:00+02:00,65.9,62547.0,20.3,22.7,18.0,1
2024-04-09 19:00:00+02:00,81.75,63111.0,18.5,24.0,15.8,1
2024-04-09 20:00:00+02:00,81.74,61847.0,14.7,28.9,10.6,0
2024-04-09 21:00:00+02:00,67.98,59578.0,13.3,22.1,9.4,0
2024-04-09 22:00:00+02:00,60.51,55398.0,13.0,20.0,9.2,0
2024-04-09 23:00:00+02:00,35.49,51546.0,12.4,18.8,9.0,0
2024-04-10 00:00:00+02:00,22.89,48159.0,12.0,19.2,8.6,0
2024-04-10 01:00:00+02:00,5.95,46644.0,11.9,18.7,8.6,0
2024-04-10 02:00:00+02:00,6.19,44735.0,11.6,18.7,8.4,0
2024-04-10 03:00:00+02:00,8.99,44562.0,10.9,16.5,7.9,0
2024-04-10 04:00:00+02:00,26.3,45398.0,10.9,16.1,7.7,0
2024-04-10 05:00:00+02:00,50.03,47610.0,10.6,14.8,7.5,0
2024-04-10 06:00:00+02:00,75.91,54385.0,10.4,15.6,7.0,0
2024-04-10 07:00:00+02:00,99.63,60316.0,10.2,17.0,6.6,1
2024-04-10 08:00:00+02:00,106.02,63455.0,10.5,17.5,6.9,1
2024-04-10 09:00:00+02:00,80.46,64811.0,11.0,20.8,6.8,1
2024-04-10 10:00:00+02:00,67.66,64778.0,11.8,24.9,7.0,1
2024-04-10 11:00:00+02:00,56.05,65530.0,12.6,24.8,7.8,1
2024-04-10 12:00:00+02:00,55.62,65445.0,13.2,23.4,8.6,1
2024-04-10 13:00:00+02:00,30.32,64432.0,13.5,22.4,9.0,1
2024-04-10 14:00:00+02:00,31.29,61839.0,13.3,20.8,9.1,1
2024-04-10 15:00:00+02:00,55.35,61553.0,13.4,20.5,9.2,1
2024-04-10 16:00:00+02:00,62.91,59494.0,13.3,19.2,9.2,1
2024-04-10 17:00:00+02:00,75.32,59185.0,13.6,16.8,9.8,1
2024-04-10 18:00:00+02:00,100.83,59762.0,13.4,12.8,10.3,1
2024-04-10 19:00:00+02:00,191.15,60681.0,12.7,6.8,10.7,1
2024-04-10 20:00:00+02:00,191.19,59422.0,9.6,9.5,7.1,0
2024-04-10 21:00:00+02:00,115.59,57962.0,9.8,7.7,7.7,0
2024-04-10 22:00:00+02:00,86.1,53758.0,9.5,6.1,7.6,0
2024-04-10 23:00:00+02:00,76.1,50046.0,9.3,7.0,7.2,0
2024-04-11 00:00:00+02:00,72.58,46313.0,8.6,9.4,6.1,0
2024-04-11 01:00:00+02:00,67.36,44543.0,8.2,9.4,5.6,0
2024-04-11 02:00:00+02:00,62.24,44525.0,7.2,7.4,4.9,0
2024-04-11 03:00:00+02:00,58.81,44639.0,6.5,7.7,4.1,0
2024-04-11 04:00:00+02:00,59.08,45459.0,6.1,8.0,3.6,0
2024-04-11 05:00:00+02:00,55.57,49292.0,6.0,9.7,3.3,0
2024-04-11 06:00:00+02:00,74.63,55585.0,6.2,11.3,3.2,0
2024-04-11 07:00:00+02:00,68.8,61050.0,6.7,12.9,3.6,1
2024-04-11 08:00:00+02:00,52.2,64578.0,8.4,15.4,5.2,1
2024-04-11 09:00:00+02:00,30.0,64804.0,10.6,14.4,7.7,1
2024-04-11 10:00:00+02:00,10.05,67342.0,12.9,15.8,9.9,1
2024-04-11 11:00:00+02:00,0.86,67562.0,14.6,20.9,10.4,1
2024-04-11 12:00:00+02:00,0.91,65728.0,15.6,20.6,11.5,1
2024-04-11 13:00:00+02:00,1.1,64160.0,15.2,18.6,11.2,1
2024-04-11 14:00:00+02:00,0.57,62353.0,15.6,18.4,11.6,1
2024-04-11 15:00:00+02:00,29.57,61408.0,15.8,17.7,11.8,1
2024-04-11 16:00:00+02:00,59.74,59199.0,15.4,16.5,11.8,1
2024-04-11 17:00:00+02:00,76.74,59058.0,15.1,14.0,12.2,1
2024-04-11 18:00:00+02:00,100.7,60342.0,14.9,13.4,12.2,1
2024-04-11 19:00:00+02:00,134.36,61081.0,14.3,11.8,11.9,1
2024-04-11 20:00:00+02:00,137.82,60512.0,12.8,8.7,10.8,0
2024-04-11 21:00:00+02:00,98.79,58537.0,11.3,8.9,9.3,0
2024-04-11 22:00:00+02:00,82.42,54992.0,10.8,10.0,8.5,0
2024-04-11 23:00:00+02:00,76.51,50887.0,11.3,11.5,8.9,0
2024-04-12 00:00:00+02:00,75.71,47491.0,12.2,10.7,10.1,0
2024-04-12 01:00:00+02:00,71.74,45781.0,12.3,7.6,10.9,0
2024-04-12 02:00:00+02:00,68.89,44039.0,12.0,5.8,10.9,0
2024-04-12 03:00:00+02:00,69.26,44112.0,11.8,8.7,10.3,0
2024-04-12 04:00:00+02:00,69.52,44403.0,12.0,9.5,10.4,0
2024-04-12 05:00:00+02:00,77.53,47267.0,12.1,10.3,10.5,0
2024-04-12 06:00:00+02:00,91.23,53707.0,12.1,10.0,10.6,0
2024-04-12 07:00:00+02:00,97.0,59152.0,12.3,10.2,10.9,1
2024-04-12 08:00:00+02:00,86.83,62105.0,13.0,8.9,11.8,1
2024-04-12 09:00:00+02:00,70.98,64220.0,14.1,13.1,12.2,1
2024-04-12 10:00:00+02:00,42.86,64247.0,14.9,12.2,13.3,1
2024-04-12 11:00:00+02:00,18.86,64899.0,15.8,16.0,13.7,1
2024-04-12 12:00:00+02:00,0.0,64536.0,16.5,19.6,13.8,1
2024-04-12 13:00:00+02:00,-0.07,62826.0,17.4,19.2,14.9,1
2024-04-12 14:00:00+02:00,0.01,60578.0,18.0,18.2,15.7,1
2024-04-12 15:00:00+02:00,0.18,60027.0,18.3,20.6,15.5,1
2024-04-12 16:00:00+02:00,0.22,58781.0,18.7,19.9,16.0,1
2024-04-12 17:00:00+02:00,57.37,57192.0,19.1,19.4,16.6,1
2024-04-12 18:00:00+02:00,81.93,57905.0,18.7,17.4,16.7,1
2024-04-12 19:00:00+02:00,125.95,58508.0,17.7,18.0,15.6,1
2024-04-12 20:00:00+02:00,124.13,57361.0,17.0,14.5,15.5,1
2024-04-12 21:00:00+02:00,86.6,55824.0,15.9,15.4,14.2,0
2024-04-12 22:00:00+02:00,77.99,52092.0,15.4,15.7,13.7,0
2024-04-12 23:00:00+02:00,68.1,48369.0,14.4,15.6,12.7,0
2024-04-13 00:00:00+02:00,60.22,44855.0,13.9,15.9,12.2,0
2024-04-13 01:00:00+02:00,49.07,43059.0,13.8,16.9,11.9,0
2024-04-13 02:00:00+02:00,24.41,41035.0,13.7,17.3,11.7,0
2024-04-13 03:00:00+02:00,19.41,40304.0,13.8,16.4,11.8,0
2024-04-13 04:00:00+02:00,19.95,40541.0,13.1,15.2,11.2,0
2024-04-13 05:00:00+02:00,25.32,41669.0,12.4,13.3,10.7,0
2024-04-13 06:00:00+02:00,30.18,43081.0,11.8,11.8,10.3,0
2024-04-13 07:00:00+02:00,35.26,45016.0,12.0,12.1,10.5,1
2024-04-13 08:00:00+02:00,22.6,47562.0,13.5,12.5,12.2,1
2024-04-13 09:00:00+02:00,8.8,51357.0,15.3,15.5,13.8,1
2024-04-13 10:00:00+02:00,-0.02,52697.0,17.1,22.4,14.6,1
2024-04-13 11:00:00+02:00,-9.97,52380.0,18.0,23.8,15.1,1
2024-04-13 12:00:00+02:00,-25.96,51800.0,18.7,23.3,15.8,1
2024-04-13 13:00:00+02:00,-50.0,49429.0,20.0,21.8,17.4,1
2024-04-13 14:00:00+02:00,-55.01,47628.0,20.7,21.4,18.6,1
2024-04-13 15:00:00+02:00,-49.91,46068.0,21.0,20.6,18.8,1
2024-04-13 16:00:00+02:00,-19.16,46381.0,21.0,20.4,18.5,1
2024-04-13 17:00:00+02:00,-0.16,47726.0,20.7,20.5,18.2,1
2024-04-13 18:00:00+02:00,39.91,49087.0,20.1,12.4,19.0,1
2024-04-13 19:00:00+02:00,73.44,49821.0,19.2,9.0,18.7,1
2024-04-13 20:00:00+02:00,65.78,48902.0,17.4,11.5,16.3,1
2024-04-13 21:00:00+02:00,39.35,48729.0,16.9,13.2,15.4,0
2024-04-13 22:00:00+02:00,21.11,46954.0,16.5,15.5,14.6,0
2024-04-13 23:00:00+02:00,7.05,43567.0,16.5,17.3,14.3,0
2024-04-14 00:00:00+02:00,0.43,41574.0,16.5,17.8,14.2,0
2024-04-14 01:00:00+02:00,0.83,39717.0,16.4,19.4,13.8,0
2024-04-14 02:00:00+02:00,0.93,39132.0,16.3,20.2,13.4,0
2024-04-14 03:00:00+02:00,1.13,38604.0,17.4,21.0,14.5,0
2024-04-14 04:00:00+02:00,2.34,38513.0,17.1,20.7,14.5,0
2024-04-14 05:00:00+02:00,5.95,39049.0,16.7,18.0,14.6,0
2024-04-14 06:00:00+02:00,12.86,38947.0,16.2,20.2,13.8,0
2024-04-14 07:00:00+02:00,13.0,39555.0,15.4,19.5,13.1,1
2024-04-14 08:00:00+02:00,7.41,43148.0,15.1,22.1,12.2,1
2024-04-14 09:00:00+02:00,0.0,47271.0,14.2,23.4,10.7,1
2024-04-14 10:00:00+02:00,-2.37,48648.0,14.0,19.6,10.8,1
2024-04-14 11:00:00+02:00,-12.17,48704.0,15.0,24.0,10.8,1
2024-04-14 12:00:00+02:00,-42.27,48444.0,15.4,26.9,10.5,1
2024-04-14 13:00:00+02:00,-60.05,46637.0,15.3,26.7,10.0,1
2024-04-14 14:00:00+02:00,-60.07,44903.0,15.5,25.2,10.7,1
2024-04-14 15:00:00+02:00,-40.05,43746.0,15.3,23.8,10.3,1
2024-04-14 16:00:00+02:00,-6.25,43405.0,15.2,23.5,10.0,1
2024-04-14 17:00:00+02:00,1.57,45655.0,14.9,23.0,9.6,1
2024-04-14 18:00:00+02:00,67.23,49252.0,14.3,20.9,9.4,1
2024-04-14 19:00:00+02:00,87.8,50353.0,13.3,16.2,9.1,1
2024-04-14 20:00:00+02:00,119.91,50502.0,11.6,10.4,8.1,1
2024-04-14 21:00:00+02:00,112.61,49845.0,9.9,7.9,6.9,0
2024-04-14 22:00:00+02:00,103.95,48015.0,8.8,7.3,5.9,0
2024-04-14 23:00:00+02:00,87.24,45373.0,9.2,6.5,6.4,0
2024-04-15 00:00:00+02:00,81.96,,8.9,7.3,6.1,0
